AGM000005,开户日期,Account opening date
AST000168,登记机关名称,Name of registered institution
AST000169,登记证号或文件编号,Registration number
AST000170,抵质押物状态代码,mortgage or pledge status
AST000171,抵质押物处置方式代码,Handling mode of mortgage or pledge
AST000172,抵质押品变现金额,Realized amount of mortgage or pledge
AST000173,抵质押品处置日期,Handling date of mortgage or pledge
AST000174,抵债协议编号,Debt-expiated agreement number
AST000175,抵债人名称,Debtor name
AST000176,抵债人证件类型代码,Certificate type of debtor
AST000177,抵债人证件编号,Certificate number of debtor
AST000178,抵债资产取得方式代码,Acquisition mode of debt-expiated assets
AST000179,抵债金额,The amount of debt payment
AST000180,入账价值,Entry value
AST000181,抵债资产保管方式代码,Storage mode of debt-expiated assets
AST000182,抵债资产保管机构名称,Storage organization name of debt-expiated assets
AST000183,保管地点,Storage place
AST000184,保管起始日期,Storage start date
AST000187,抵债资产变现金额,Realized amount of debt-expiated assets
AST000188,抵债资产处置日期,Handling date of debt-expiated assets
AST000189,抵债资产处置方式代码,Handling mode of debt-expiated assets
AST000190,抵债资产处置损失率,Handling loss rate of debt-expiated assets
AST000191,经办机构名称,Handling organization name
AST000192,存款种类代码,Deposit type
AST000193,存款金额,Amount deposited
AST000194,存入日期,Deposit date
AST000195,到期日期,Due date
AST000196,存款利率,Deposit rate
AST000197,他行理财产品名称,Other bank financial product name
AST000198,他行理财产品编号,Other bank financial product number
AST000199,他行理财产品持有额,Holding share of other bank financial products
AST000200,他行理财产品期限,Other bank financial product period
AST000201,他行理财产品发行机构名称,Issuer name of other bank financial product
AST000202,他行理财产品预期收益率,Expected yield of other bank financial product
AST000203,他行经办机构名称,Other bank handling organization name
AST000204,他行业务种类,Types of other bank business
AST000205,合同编号,Contract number
AST000207,合同余额,Contract balance
AST000208,合同起始日期,Start date of contract
AST000210,五级分类结果代码,Five classification results
AST000211,业务发生日期,Business occurrence date
AST000215,票据类型代码,Note type
AST000216,贴现金额,The discount amount
AST000217,贴现人开户银行名称,Name of the discounting bank
AST000218,贴现人名称,Name of discounter
AST000219,建设进度,Construction progress
AST000221,在建工程名称,Name of project under construction
AST000222,在建工程评估价值,Appraisal value of construction in progress
AST000245,贷款价值比,Loan To Value
AST000247,评估方式代码,Mode of valuation
AST000248,评估价值,Valuation value
AST000250,已抵押价值,Mortgaged value
AST000251,抵质押物名称,Collateral name
AST000252,质押数量,The pledge amount
AST000253,建筑面积,The registered area of the building
AST000255,权属人证件类型代码,Type of certificate of the mortgaged owner
AST000257,权属证件类型代码,Type of ownership certificate
AST000258,土地使用面积,The registered area of the land
AST000259,质押票证编号,Pledge ticket number
AST000260,质押票证签发机构名称,The issuing agency of the pledge certificate
AST000261,押品编号,Collateral number
AST000263,抵押物位置所在地址,Collateral address
AST000264,抵押物位置所在地址行政编号,Collateral address district code
AST000265,抵押物位置所在地址行政名称代码,Collateral address district
AST000266,不动产权证编号,Real estate certificate number
AST000267,购房套数,Number of housing mortgage units
AST000268,土地出让价格,Land transfer price
AST000269,土地使用权人,Land user
AST000270,土地使用终止日期,Land use termination date
AST000271,土地位置,Land location
AST000272,物业地址,Property address
AST000273,物业名称,Name of property
AST000274,出租比例,Proportion of rentals
AST000275,购置成本,Cost of purchase
AST000276,购置日期,Date of purchase
AST000277,经营物业年收入,Annual income from property operation
AST000278,经营物业年支出,Annual operating property expenses
AST000279,竣工日期,Completion date
AST000280,可出租面积,Leasable area
AST000281,年租金收入,Annual rental income
AST000282,欠缴租金,Rent arrears
AST000283,欠缴租金比例,The proportion of rent arrears
AST000284,同地段平均租金单价,Average unit rent of the same lot
AST000285,物业经营方式,The mode of operation of the property
AST000286,物业取得方式代码,Means of acquisition
AST000287,物业入住率,Property occupancy rate
AST000288,物业性质,Nature of the property
AST000289,物业占地面积,Area of the property
AST000290,已出租面积,Leased area
AST000291,已收租金,Rent collected
AST000292,租户数量,Number of tenants
AST000293,租户租期长短分析,Analysis of tenant's lease term
AST000294,租金单价,Rental unit price
AST000295,票据出票日期,Date of issue of bill
AST000296,押品状态代码,State of collateral
AST000312,主管客户经理编号,Supervisor Customer Manager Encoding
AST000347,拥有的股份金额,Amount of shares owned
AST000353,总户数,Total number of households
AST000381,一二手类型标志,weather it is first-hand
AST000382,房产信息编号,Property information Number
AST000385,土地配套费用,Land supporting cost
AST000386,土地销售均价,Average land sales price
AST000387,土地估算价值,Estimated land value
AST000388,土地费用,land amount
AST000389,土地销售价值,land sale value
AST000390,土地剩余使用年限,Remaining service life of land
AST000391,土地使用权证书,Land Use Right Certificate
AST000392,项目贷款,Our bank loan for land development project
AST000393,预计销售价格,Estimated sales price
AST000394,收入合计,Total income
AST000395,出让成本,Transfer cost
AST000396,土地类型,Land type
AST000397,土地性质,Nature of land
AST000398,土地使用方式,Land use mode
AST000399,开发资质级别,Development qualification level
AST000400,自营面积,Self operated area
AST000401,楼栋,building
AST000402,所在市,city
AST000403,所在区,area
AST000404,门牌,doorplate
AST000405,楼层,floor
AST000406,所在省,province
AST000407,所在街道,street
AST000408,小区名称,area name
AST000409,房产抵押情况,Property mortgage
AST000410,其他面积,Other areas
AST000568,开户支行,Account-opening bank
AST000747,发证登记日期,Registration date
CHN000001,渠道编号,Channel number
CHN000002,渠道中文全称,Channel chinese name
CHN000003,渠道中文简称,Channel chinese short name
CHN000004,渠道英文名称,Channel english name
CHN000005,渠道描述,Channel discription
CHN000007,本行渠道标志,GDRCU flag
CHN000008,地址描述,Address discription
CHN000010,省份代码,Province code
CHN000013,电子地址类型代码,Electronic address type
CHN000024,渠道批准开通日期,Approved open date of channel
CHN000025,渠道状态代码,Channel status
CHN000026,渠道交易限额控制条件,Control condition of channel transaction limit
CHN000027,渠道交易笔数限额,The limit of channel transaction count
CHN000028,渠道单笔交易金额上限,The ceiling of channel single transaction amount
CHN000029,渠道单日累计交易金额上限,The ceiling of channel day transaction cumulative amount
CHN000030,密码连续错误锁定次数,password continuous error times of account locked
CHN000031,交易量,Transaction volume
CHN000032,事件原因类型代码,Event reason type
CHN000033,事件描述,Event description
CHN000034,事件金额,Event amount
CHN000035,事件币种代码,Event currency
CHN000036,事件生效时间,Event effective date
CHN000037,事件失效时间,Event invalid date
CHN000038,故障修复时间,Fault repaired time
CHN000039,报障时间,Report time of fault
CHN000040,外部系统编号,External system number
CHN000041,外部系统名称,External system name
CHN000042,外围系统编号,Peripheral system number
CHN000043,外围系统名称,Peripheral system name
CHN000044,开始营业时间,Start banking hours
CHN000045,结束营业时间,End banking hours
CHN000046,营业日范围类型代码,Banking day type
CHN000047,营业生效日期,Banking time effective date
CHN000048,营业失效日期,Banking time invalid date
CHN000049,终端IP地址,Terminal ip address
CHN000050,登录日期,Terminal login date
CHN000051,登录时间,Terminal login time
CHN000052,登录状态代码,Login status flag
CHN000053,自助设备编号,Self-service machine number
CHN000054,自助设备类型代码,Self-service machine type
CHN000055,安装方式代码,Installation mode
CHN000056,自助设备柜员编号,Teller of self-service machine
CHN000057,自助设备品牌,Brand of self-service machine
CHN000058,自助设备型号,Self-service machine model
CHN000059,自助设备部署模式代码,Deploy mode of self-service machine
CHN000060,自助设备固定资产编号,Fixed asset number of self-service machine
CHN000061,自助设备固定资产成本金额,Fixed asset cost of self-service machine
CHN000062,自助设备硬盘序列编号,Hard Disk Serial Number of self-service machine
CHN000063,软件版本编号,Software version number
CHN000064,制造商名称,Manufacturer name
CHN000065,设备IP地址,Ip address of machine
CHN000066,设备生产日期,Production date of machine
CHN000067,设备安装日期,Installation date of machine
CHN000068,设备报废日期,scrapped date of machine
CHN000069,巡查专用卡编号,Patrol special card number
CHN000070,商户编号,Merchant number
CHN000071,商户名称,Merchant name
CHN000072,POS终端设备编号,POS terminal machine number
CHN000073,POS终端供应商编号,POS terminal supplier number
CHN000074,POS终端供应商名称,POS terminal supplier name
